question,intent, intent
មនុស្ស យន្ត តើ នៅ អគារ/B-BUILD Innovation/I-BUILD Center/I-BUILD កន្លែង នោម នៅ ទី ណា ?,FindToilet,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ១/I-FLOOR មាន កន្លែង ជុះ នោម ឬ ទេ ?,DoesToiletExist,
តើ ខ្ញុំ អាច រក បន្ទប់ របស់ លោក គ្រូ ផានិត/B-PER តាម វីធីណា បាន ?,FindRoom,
តើ អាច ជួយ ប្រាប់ ខ្ញុំ បន្តិច បាន ទេ ថា នៅ ក្រសួង/B-ORG កិច្ច/I-ORG ការ/I-ORG នារី/I-ORG មាន កន្លែង ចាក់ ទឹក ទេ ?,AskAboutWaterRefill,
តើ អ្នក ត្រូវ បាន ចូល រួម បង្កើត ដោយ ណារី/B-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
តើ មាន រឿង ថ្មី អ្វី ខ្លះ Cambodia/B-ORG Academy/I-ORG of/I-ORG Digital/I-ORG Technology/B-ORG ?,AskAboutTrendingNews,
មនុស្ស យន្ត តើ នៅ អគារ/B-BUILD នេះ/I-BUILD បង្គន់ នោម នៅ ណា ?,FindToilet,
តើ Makerspace ត្រូវ បាន ផលិត ដោយ វិទ្យា/B-ORG ស្ថាន/I-ORG ពហុ/I-ORG បច្ចេកទេស/I-ORG ព្រះ/I-ORG កុសុមៈ/I-ORG ពិត ទេ ? , Ask About Makerspace,
មាន កន្លែង នោម ឬ អត់ នៅ ជាន់ នេះ ?,DoesToiletExist,
មនុស្ស យន្ត ប្រាប់ បាន ទេ ថា បន្ទប់ ធ្វើ កិច្ច ប្រជុំ ទាក់ ទង នឹង អាហារូបករណ៍/B-ANN ទៅ/I-ANN បារាំង/I-ANN នៅ ណា ?,FindMeetingRoom,
តើ មាន ព័ត៌មាន រំភើប អ្វី នៅ ទី នេះ ?,AskAboutTrendingNews,
តើ Network មាន រៀន ស្អី ខ្លះ ហា ?,CuriculumInEachMajor,
តើ មាន ធុរ/B-ORG កិច្ច/I-ORG ណា ខ្លះ ក្នុង នេះ ?,, Ask For Start Up In The Innovation Center
តើ លេខ ទូរសព្ទ របស់ បុគ្គលិក ផ្នែក អេហ្វ អាលេខ អ្វី ខ្លះ ?,AskAboutStaffPhoneNumber,
តើ ទី តាំង ធ្វើ ការ របស់ លោក នាយក រង មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ មាន ប្រទេស កុងហ្គោ/B-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ មាន ប្រទេស ឡាតវី ដែល ឬ អត់ ?,IsCountryExist,
តើ ទី តាំង បន្ទប់ របស់ ផ្នែក ធនធាន មនុស្ស នៅ ជាន់ ណា ដែល ?,AskAboutStaffRoom,
តើ បន្ទប់/B-ROOM ១០៥/I-ROOM នៅ កន្លែង ណា ?,FindRoom,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទំនាក់ទំនង របស់ លោក គ្រូលីហៀក/B-PER បាន ទេ ?,AskAboutStaffPhoneNumber,
តើ លេខ ទំនាក់ទំនង របស់ លោក គ្រូសុធារ៉ា/B-PER លេខ ប៉ុន្មាន ខ្លះ ?,AskAboutStaffPhoneNumber,
ចូរ រៀប រាប់ ប្រវត្តិ របស់ លោក ហ៊ាន សំបឿន ?,AskAboutTopManagementPersonal,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ២/I-FLOOR មាន បង្គន់ នោម អត់ ?,DoesToiletExist,
តើ មាន ប្រទេស ហុងគ្រី/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ មាន កម្ម វិធី រៀន អ្វី ខ្លះ នៅ ក្នុង ជំនាញ/B-MAJOR តេឡេខម/I-MAJOR ?,CuriculumInEachMajor,
តើ វិទ្យា/B-MAJOR សាស្រ្ត/I-MAJOR កុំព្យូទ័រ/I-MAJOR មាន កម្ម វិធី រៀន ស្អី ខ្លះ ហា ?,CuriculumInEachMajor,
តើ រ៉ូបូត ឯង បង្កើត ដោយ លោក គ្រូលីហៀក/B-PER ពិត ឬ ទេ ? , Ask About Creator,
តើ អ្នក ត្រូវ បាន បង្កើត ដោយ បូរី/B-PER ពិត ប្រាកដ ទេ ? , Ask About Creator,
សុំ សួរ មួយ Robotតើ នៅ កន្លែង នេះ មាន បង្គន់ ឬ អត់ ?,DoesToiletExist,
តើ មាន ធុរ កិច្ច Cam/B-ORG Mob/I-ORG នៅ នឹង ទី នេះ ដែរ ទេ ?,, IsStart UpExist
តើ ប្រទេស សាន់ ម៉ារីណូ មាន មែន ឬ ទេ ?,IsCountryExist,
ហេតុ អ្វី បាន ជា អ្នក មិន អាច និយាយ ភាសា ថៃ/B-GPE បាន ?,AskRobotFunction,
សុីអេ ដីធី មាន ស្រាវជ្រាវ អ្វី ? ,AskAboutResearch,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ នឹង មាន កន្លែង បត់ ជើង អត់ ?,DoesToiletExist,
តើ រ៉ូបូត ឯង បង្កើត ដោយ សុធី/B-PER រិទ្ធ/I-PER ពិត ប្រាកដ ឬ ទេ ? , Ask About Creator,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទំនាក់ទំនង របស់ បង ផានិត/B-PER បាន ទេ ?,AskAboutStaffPhoneNumber,
តើ អាច មាន ប្រទេស ជីប៊ូ/B-GPE ទី/I-GPE ឬ អត់ ?,IsCountryExist,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG សេដ្ឋ/I-ORG កិច្ច/I-ORG និង/I-ORG ហិរញ្ញ/I-ORG វត្ថុ/I-ORG មាន កន្លែង ណា លេង ទេ ? , Ask About Playground,
ប្រាប់ ក្នុង នេះ ស្រាវជ្រាវ លើ សម្រាប់ អ្នក មក មើល ? ,AskAboutResearch,
តើ មាន ប្រទេស អូស្ត្រាលី/B-GPE មែន ឬ អត់ ?,IsCountryExist,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ១/I-FLOOR មាន កន្លែង ដោះ ទុក សត្វ អត់ ?,DoesToiletExist,
តើ អាច មាន ប្រទេស នូវែល/B-GPE សេឡង់/I-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ ទី តាំង ធ្វើ ការ របស់ លោក គ្រូសុភាព/B-PER នៅ អាគារ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ មាន ស្តាត/B-ORG អាប់អី ខ្លះ នៅ ខាង ក្នុង ទី នេះ ?,, Ask For Start Up In The Innovation Center
តើ ប្រទេស កោះ/B-GPE ហ្វារ៉ូ/I-GPE ជាន់ និង ប្រទេស ណា ខ្លះ ?,AskAboutCountries,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី កន្លែង របស់ បន្ទប់/B-ROOM ១០៤/I-ROOM នៅ ទី ណា ?,FindRoom,
មាន បង្គន់ ឬ ទេ ?,DoesToiletExist,
តើ ទី តាំង បន្ទប់ របស់ ផ្នែក អេហ្វអា នៅ ទីណា ?,AskAboutStaffRoom,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី កន្លែង របស់ បន្ទប់/B-ROOM ១០៦/I-ROOM នៅ កន្លែង ណា បាន ទេ ?,FindRoom,
រ៉ូបូត លោក/B-PER Alexander/I-PER បន្ទប់ របស់ គាត់ នៅ កន្លែង ណា ?,FindEmployeeRoom,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី កន្លែង របស់ បន្ទប់ របស់ លោក គ្រូលីហៀក/B-PER នៅ ទី កន្លែង ណា ?,FindRoom,
តើ មាន ព័ត៌មាន ប្លែក ៗ អ្វី ខ្លះ បណ្ឌិត្យ/B-ORG សភា/I-ORG បច្ចេកវិទ្យា/I-ORG ឌីជីថល/I-ORG កម្ពុជា/I-ORG ?,AskAboutTrendingNews,
តើ ពិត ជា មាន ប្រទេស អ៊ីតាលី/B-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ ទី តាំង ធ្វើ ការ របស់ លោក គ្រូសិរី/B-PER នៅ ជាន់ ទី ប៉ុន្មាន ?,AskAboutStaffRoom,
តើ មាន កម្ម វិធី សិក្សា ម៉េច ខ្លះ នៅ ខាង ណេតវើក ?,CuriculumInEachMajor,
តើ អាច ជួយ ប្រាប់ ខ្ញុំ បន្តិច បាន ទេ ថា នៅ ជាន់/B-FLOOR ទី/I-FLOOR ១/I-FLOOR មាន កន្លែង ចាក់ ទឹក ទេ ?,AskAboutWaterRefill,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR មាន បង្គន់ បត់ ជើង ទេ ?,DoesToiletExist,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ សាលា នឹង មាន កន្លែង ដោះ ទុក សត្វ ឬ អត់ ?,DoesToiletExist,
ព្រឹក/B-TIME នេះ/I-TIME គេ ប្រជុំ រឿង អ្វី នៅ បន្ទប់/B-ROOM Jupyter/I-ROOM ?,FindMeetingRoomAgenda,
តើ អាច មាន ប្រទេស អាហ្សង់ទីន/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ មាន ក្រុម/B-ORG ហ៊ុន/I-ORG Book/I-ORG Me/I-ORG Bus/I-ORG នៅ ក្នុង ទី នេះ ទេ ?,, Is Company Exist
អាច និយាយ ពី ប្រវត្តិ ជីវិត របស់ លោក/B-PER សំបឿន/I-PER ?,AskAboutTopManagementPersonal,
តើ អ្នក អាច ប្រាប់ ទី តាំង បន្ទប់/B-ROOM ៣០១/I-ROOM នៅ ទី ណា បាន ទេ ?,FindRoom,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ កន្លែង នេះ មាន បន្ទប់ ទឹក ឬ ទេ ?,DoesToiletExist,
តើ ប្រទេស រ៉ូម៉ានី/B-GPE មាន ទំហំ ដី ប៉ុន្មាន ?,AskAboutCountries,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ នឹង មាន បង្គន់ ទេ ?,DoesToiletExist,
តើ អ្នក អាច ប្រាប់ ទី តាំង បន្ទប់/B-ROOM ២០២/I-ROOM នៅ ទី ណា ?,FindRoom,
តើ តេឡេខម មាន រៀន អី ខ្លះ ?,CuriculumInEachMajor,
តើ អាច មាន ប្រទេស ទឹក/B-GPE កក/I-GPE ដី/I-GPE ឬ អត់ ?,IsCountryExist,
តើ ប្រទេស បារាំង/B-GPE ខាង លិច ឥណ្ឌ មាន ឬ អត់ ?,IsCountryExist,
តើ ប្រទេស ន័រវេ/B-GPE មាន មែន ឬ ទេ ?,IsCountryExist,
ចូរ រៀប រាប់ ភាព ជោគ ជ័យ របស់ ឯក ឧត្តម សំបឿន ដែរ ឫ ទេ ?,AskAboutTopManagementPersonal,
តើ អ្នក ដឹក ទេ ថា នៅ វិទ្យា ស្ថាន ជាតិ/I-ORG ពហុ/I-ORG បច្ចេកទេស/I-ORG កម្ពុជា/I-ORG មាន ការងារ ដែល គេ កំពុង ជ្រើស រើស បុគ្គលិក ទេ ?,AskAboutJobOpportunities,
អ្នក គ្រប់ គ្រង ក្នុង អុីខមមើស នរណា ជា ?,AskAboutTopManagementPersonal,
CADT/B-ORG មាន Research អ្វី ខ្លះ សម្រាប់ បុគ្គលិក ថ្មី ? ,AskAboutResearch,
តើ លោក គ្រូសិរី/B-PER ធ្វើ ការ នៅ អាគារ ណា ?,AskAboutStaffRoom,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ បង លីហៀក/B-PER ពិត ឬ ទេ ? , Ask About Creator,
តើ មាន រៀន ម៉េច ខ្លះ នៅ ក្នុង ជំនាញ/B-MAJOR Telecoms/I-MAJOR ?,CuriculumInEachMajor,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG សេដ្ឋ/I-ORG កិច្ច/I-ORG និង/I-ORG ហិរញ្ញ/I-ORG វត្ថុ/I-ORG ជំនាញ នីមួយ ៗ បង្រៀន ប៉ុន្មាន ឆ្នាំ ? , Ask About Major,
Robot ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា អ្នក ត្រូវ បាន បង្កើត ដោយ លោក គ្រូលីហៀក/B-PER មែន ឬ អត់ ? , Ask About Creator,
តើ មាន រៀន ដូច មេ្តច ខ្លះ នៅ ខាង ទូរគមនាគមន៍/B-MAJOR និង/I-MAJOR បណ្តាញ/I-MAJOR ?,CuriculumInEachMajor,
មាន បង្គន់ នោម ទេ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR ?,DoesToiletExist,
តើ មាន ប្រទេស ប្រេស៊ីល/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ បង សុធារ៉ា/B-PER ធ្វើ ការ នៅ បន្ទប់ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី ទី តាំង បន្ទប់/B-ROOM ៣០២/I-ROOM នៅ កន្លែង ណា បាន ទេ ?,FindRoom,
សុំ សួរ មួយ Robotតើ នៅ សាលា នឹង មាន កន្លែង បត់ ជើង ឬ អត់ ?,DoesToiletExist,
តើ អាច មាន ប្រទេស អារ៉ាប៊ី/B-GPE សាអូឌីត/I-GPE ឬ ទេ ?,IsCountryExist,
តើ ទី តាំង បន្ទប់ របស់ លោក គ្រូសិទ្ធ/B-PER នៅ អាគារ មួយ ណា ?,AskAboutStaffRoom,
តើ ពិត ជា មាន ប្រទេស ស៊ីរី/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR មាន កន្លែង ដោះ ទុក សត្វ ឬ ទេ ?,DoesToiletExist,
តើ មាន វីធីណា ដែល អាច នាំ ខ្ញុំ ទៅ រក បន្ទប់ របស់ លោក គ្រូ ផានិត/B-PER បាន ដែល ទេ ?,FindRoom,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ ជាន់ នេះ មាន បង្គន់ អណាម័យ ឬ អត់ ?,DoesToiletExist,
អ្នក រ៉ាប់ រង នៅ ទូរគមនាគមន៍ នរណា ជា ?,AskAboutTopManagementPersonal,
អ្នក មើល ការ ខុស ត្រូវ នៅ ទូរគមនាគមន៍ និង បណ្តាញ នរណា ជា ?,AskAboutTopManagementPersonal,
តើ មាន ព័ត៌មាន ប្លែក ៗ អ្វី ខ្លះ នេះ ?,AskAboutTrendingNews,
តើ មាន ប្រទេស ហ្គីយ៉ាណា/B-GPE ហៃទី/I-GPE ឬ អត់ ?,IsCountryExist,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ អាគារ នេះ មាន បន្ទប់ ទឹក ឬ ទេ ?,DoesToiletExist,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR មាន កន្លែង បត់ ជើង ឬ អត់ ?,DoesToiletExist,
ប្រាប់ ខ្ញុំ នៅ នឹង Research លើ សម្រាប់ សិស្ស ? ,AskAboutResearch,
តើ អាច មាន ប្រទេស ជេស៊ី/B-GPE មែន ឬ ទេ ?,IsCountryExist,
មាន បង្គន់ នោម ឬ អត់ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR ?,DoesToiletExist,
តើ អ្នក ត្រូវ បាន ចូល រួម បង្កើត ដោយ បង លីហៀក/B-PER ពិត ទេ ? , Ask About Creator,
តើ មាន ហេតុ ការណ៍ សម្រាប់ អ្នក ទស្សនៈ កិច្ច អ្វី ខ្លះ ទី នេះ ?,AskAboutTrendingNews,
បង្ហាញ ខ្ញុំ ទី នេះ ស្រាវជ្រាវ លើ សម្រាប់ បុគ្គលិក ? ,AskAboutResearch,
តើ លោក គ្រូលីហៀក/B-PER ធ្វើ ការ នៅ បន្ទប់ ណា ?,AskAboutStaffRoom,
អាច និយាយ ពី ជីវ ប្រវត្តិ របស់ ឯក ឧត្តម សំបឿន ដែរ ឫ ទេ ?,AskAboutTopManagementPersonal,
តើ ពិត ជា មាន ប្រទេស រ៉ូម៉ានី/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
សុំ សួរ មួយ Robotតើ នៅ កន្លែង នេះ មាន កន្លែង បត់ ជើង ឬ អត់ ?,DoesToiletExist,
តើ ប្រទេស កោះ/B-GPE ឃុក/I-GPE មាន ទំហំ ផ្ទៃ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ ទី តាំង បន្ទប់ របស់ បង ចាន់តូ/B-PER នៅ អាគារ ណា ដែល ?,AskAboutStaffRoom,
តើ មាន កម្ម វិធី រៀន ដូច មេ្តច ខ្លះ ខាង ទូរគមនាគមន៍/B-MAJOR និង/I-MAJOR បណ្តាញ/I-MAJOR ?,CuriculumInEachMajor,
តើ មាន ហេតុ ការណ៍ សម្រាប់ សិស្ស អត់ កន្លែង នឹង ?,AskAboutTrendingNews,
បង្ហាញ ខ្ញុំ នៅ ឯ នេះ ស្រាវជ្រាវ លើ ? ,AskAboutResearch,
តើ ប្រទេស អង់ដូរ៉ា/B-GPE មាន មែន ឬ ទេ ?,IsCountryExist,
តើ ផ្នែក អេហ្វអ ធ្វើ ការ នៅ ជាន់ មួយ ណា ?,AskAboutStaffRoom,
តើ មាន រៀន អី ខ្លះ នៅ ខាង ទូរគមនាគមន៍/B-MAJOR និង/I-MAJOR បណ្តាញ/I-MAJOR ?,CuriculumInEachMajor,
តើ ពិត ជា មាន ប្រទេស អាហ្វ្រិក/B-GPE ខាង/I-GPE ត្បូង/I-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី កន្លែង របស់ បន្ទប់/B-ROOM ១០៤/I-ROOM នៅ ទី កន្លែង ណា បាន ទេ ?,FindRoom,
Robot ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា អ្នក ត្រូវ បាន បង្កើត ដោយ បង បូរី/B-PER ពិត ឬ អត់ ? , Ask About Creator,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ស៊ីតិក/I-ORG ជា របស់ រដ្ន មែន ឬ ទេ ? , Ask About Institution,
ប្រាប់ នៅ CADT/B-ORG ស្រាវជ្រាវ លើ សម្រាប់ អ្នក ទស្សនៈ កិច្ច ? ,AskAboutResearch,
តើ មាន រៀន ស្អីគេ ខ្លះ នៅ ខាង Information/B-MAJOR Technology/I-MAJOR ?,CuriculumInEachMajor,
តើ ពិត ជា មាន ប្រទេស ស៊ូដង់/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
មនុស្ស យន្ត តើ នៅ អគារ/B-BUILD នេះ/I-BUILD កន្លែង ដោះ ទុក សត្វ នៅ ទី ណា ?,FindToilet,
តើ បន្ទប់ របស់ លោក គ្រូសិទ្ធ/B-PER នៅ អាគារ មួយ ណា ដែល ?,AskAboutStaffRoom,
មាន កន្លែង ជុះ នោម អត់ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្អស់/I-FLOOR ?,DoesToiletExist,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី ទី តាំង បន្ទប់/B-ROOM ១០៦/I-ROOM នៅ ទី កន្លែង ណា ?,FindRoom,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី ទី តាំង បន្ទប់/B-ROOM ១០៥/I-ROOM នៅ ទី ណា ?,FindRoom,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR មាន បង្គន់ បត់ ជើង ឬ ទេ ?,DoesToiletExist,
តើ មាន ប្រទេស ម៉ាដាហ្គាស្ការ/B-GPE ឬ ទេ ?,IsCountryExist,
តើ មាន ហេតុ ការណ៍ សម្រាប់ សិស្ស ថ្មី អ្វី ខ្លះ នៅ CADT/B-ORG ?,AskAboutTrendingNews,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR មាន កន្លែង បន្ទោរ បង់ ឬ ទេ ?,DoesToiletExist,
តើ ប្រទេស រុស្ស៊ី/B-GPE មាន ឬ ទេ ?,IsCountryExist,
តើ ប្រទេស សាធារណរដ្ឋ/B-GPE កៀហ្ស៊ីស៊ី/I-GPE ជាន់ និង ប្រទេស ណា ខ្លះ ?,AskAboutCountries,
តើ មាន កម្ម វិធី រៀន អី ខ្លះ នៅ ក្នុង ជំនាញ/B-MAJOR IT/I-MAJOR ?,CuriculumInEachMajor,
ណាបន្ទប់ ប្រជុំ ជាមួយ នាយក សាលា ?,FindMeetingRoom,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ក្រុម ដារ៉ា/B-PER មែន ឬ អត់ ? , Ask About Creator,
តើ មាន កម្ម វិធី សិក្សា ស្អី ខ្លះ ខាង ទូរគមនាគមន៍/B-MAJOR និង/I-MAJOR បណ្តាញ/I-MAJOR ?,CuriculumInEachMajor,
តើ ប្រទេស អ៊ីរ៉ាក់/B-GPE ជាន់ និង ប្រទេស ណា ខ្លះ ?,AskAboutCountries,
តើ អាច មាន ប្រទេស ព័រទុយហ្គាល់/B-GPE ឬ ទេ ?,IsCountryExist,
បង្ហាញ ខ្ញុំ នៅ CADT/B-ORG Research លើ សម្រាប់ សិស្ស ថ្មី ? ,AskAboutResearch,
តើ ខ្ញុំ អាច រក បន្ទប់ របស់ លោក គ្រូ នាយក សុខា/B-PER តាម របៀប ណា បាន ?,FindRoom,
តើ ប្រទេស តង់ហ្សានីមាន ឬ អត់ ?,IsCountryExist,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី បន្ទប់/B-ROOM ២០៦/I-ROOM នៅ កន្លែង ណា បាន ទេ ?,FindRoom,
តើ មាន កម្ម វិធី រៀន ស្អី ខ្លះ ខាង វិទ្យា/B-MAJOR សាស្រ្ត/I-MAJOR កុំព្យូទ័រ/I-MAJOR ?,CuriculumInEachMajor,
តើ អាច មាន ប្រទេស រ៉ូម៉ានី/B-GPE ឬ អត់ ?,IsCountryExist,
ចូរ រៀប រាប់ ប្រវត្តិ របស់ ឯក ឧត្តម ហ៊ាន សំបឿន ?,AskAboutTopManagementPersonal,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ យ៉ា/B-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ១/I-FLOOR មាន កន្លែង ជុះ អត់ ?,DoesToiletExist,
ចូល ប្រាប់ ទី នេះ Research លើ សម្រាប់ បុគ្គលិក ? ,AskAboutResearch,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទំនាក់ទំនង របស់ លោក គ្រូសិទ្ធ/B-PER បាន ដែល ទេ ?,AskAboutStaffPhoneNumber,
តើ អាច មាន ប្រទេស ហ្គឺន/B-GPE ស៊ី/I-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ មាន ប្រទេស ហុងកុង/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ ផ្នែក អេហ្វអ ធ្វើ ការ នៅ បន្ទប់ មួយ ណា ដែល ?,AskAboutStaffRoom,
ព្រឹក/B-TIME នេះ/I-TIME គេ ជជែក គ្នា អំពី អ្វី នៅ បន្ទប់/B-ROOM Jupyter/I-ROOM ?,FindMeetingRoomAgenda,
តើ មាន ព័ត៌មាន ថ្មី អ្វី នៅ CADT/B-ORG ?,AskAboutTrendingNews,
រ៉ូបូត តើ នៅ អគារ/B-BUILD នេះ/I-BUILD កន្លែង ដោះ ទុក សត្វ នៅ ណា ?,FindToilet,
តើ ពិត ជា មាន ប្រទេស ហ្គាំ/B-GPE ឬ ទេ ?,IsCountryExist,
តើ អាច មាន ប្រទេស ហុងកុង/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ស្រាវជ្រាវ/I-ORG អភិវឌ្ឍន៍/I-ORG កម្ពុជា/I-ORG ជា ស្ថាប័ន ជាតិ មែន ទេ ? , Ask About Institution,
តើ ទី តាំង ធ្វើ ការ របស់ លោក នាយក នៅ អាគារ មួយ ណា ?,AskAboutStaffRoom,
តើ មាន ស្ថាប័ន ណា ខ្លះ នៅ នឹង ទី នេះ ?,, Ask For Company In The Innovation Center
តើ ពិត ជា មាន ប្រទេស វ៉េណេស៊ុយអេឡា/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ IDT/B-ORG មាន កន្លែង ណា លេង ទេ ? , Ask About Playground,
តើ អាច មាន ប្រទេស ហ្គឺនស៊ី ដែល ឬ អត់ ?,IsCountryExist,
តើ មាន រឿង សម្រាប់ សិស្ស អ្វី នៅ នឹង ?,AskAboutTrendingNews,
Robot ជួយ ប្រាប់ បន្តិច បាន ទេ ថា អ្នក ត្រូវ បាន បង្កើត ដោយ យ៉ា/B-PER ពិត ឬ ទេ ? , Ask About Creator,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR មាន កន្លែង បត់ ជើង ឬ អត់ ?,DoesToiletExist,
តើ មាន ក្រុម/B-ORG ហ៊ុន/I-ORG Book/I-ORG Me/I-ORG Bus/I-ORG នៅ នឹង នេះ ដែរ ទេ ?,, Is Company Exist
តើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ១/I-FLOOR មាន ធុង ទឹក ទេ ?,AskAboutWaterRefill,
ចូល ប្រាប់ ក្នុង នេះ Research លើ សម្រាប់ អ្នក មក មើល ? ,AskAboutResearch,
អ្នក គ្រប់ គ្រង ខាង Telecoms and Networking អ្នក ណា ជា ?,AskAboutTopManagementPersonal,
តើ ប្រទេស ហ្គាបុន/B-GPE មាន ឬ ទេ ?,IsCountryExist,
តើ ផ្នែក អេហ្វអា ធ្វើ ការ នៅ អាគារ មួយ ណា ដែល ?,AskAboutStaffRoom,
តើ មាន ហេតុ ការណ៍ សម្រាប់ អ្នក មក មើល អ្វី ខ្លះ នៅ នេះ ?,AskAboutTrendingNews,
អ្នក គ្រប់ គ្រង ខាង ថ្នាក់ មូលដ្ឋាន នរណា ជា ?,AskAboutTopManagementPersonal,
បង្គន់ អណាម័យ នៅ ណា ?,FindToilet,
តើ អ្នក អាច ប្រាប់ ពី ទី តាំង របស់ បន្ទប់/B-ROOM ២០៤/I-ROOM នៅ កន្លែង ណា បាន ទេ ?,FindRoom,
តើ អាច មាន ប្រទេស លីបង់ ឡេសូតូ ដែល ឬ ទេ ?,IsCountryExist,
តើ រ៉ូបូត ឯង បង្កើត ដោយ ផានន្ទ/B-PER ពិត ឬ អត់ ? , Ask About Creator,
តើ រ៉ូបូត ឯង បង្កើត ដោយ បង បូរី/B-PER ពិត ឬ ទេ ? , Ask About Creator,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ លោក គ្រូសិទ្ធ/B-PER ពិត ឬ ទេ ? , Ask About Creator,
តើ ពិត ជា មាន ប្រទេស ចិន/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ អាច មាន ប្រទេស ស៊ុយអែត/B-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ អាច មាន ប្រទេស ទួរគី/B-GPE ឬ ទេ ?,IsCountryExist,
